id,text,conversation_mode,split,source,source_intent,base_id,generation_family,label_source,review_status,note
mode_v1_00035,客服你好我要下单谢谢哈,TASK_ONLY,train,intent_train_v42_project,ORDER.CREATE,,existing_business_example,intent_mapping,weak_label_needs_sample_audit,业务意图样本；Mode Gate 只判断是否进入业务链路。
mode_v1_00036,可以无理由退货吗呢,TASK_ONLY,train,intent_train_v42_project,AFTERSALE.RETURN,,existing_business_example,intent_mapping,weak_label_needs_sample_audit,业务意图样本；Mode Gate 只判断是否进入业务链路。
mode_v1_00037,请问七天无理由能退吗谢谢,TASK_ONLY,train,intent_train_v42_project,AFTERSALE.RETURN,,existing_business_example,intent_mapping,weak_label_needs_sample_audit,业务意图样本；Mode Gate 只判断是否进入业务链路。
mode_v1_00038,请问优惠券怎么领取！！！急,TASK_ONLY,train,intent_train_v42_project,PROMOTION.COUPON,,existing_business_example,intent_mapping,weak_label_needs_sample_audit,业务意图样本；Mode Gate 只判断是否进入业务链路。
mode_v1_00039,我想问一下券怎么用,TASK_ONLY,train,intent_train_v42_project,PROMOTION.COUPON,,existing_business_example,intent_mapping,weak_label_needs_sample_audit,业务意图样本；Mode Gate 只判断是否进入业务链路。
mode_v1_00040,请问怎么下单一下,TASK_ONLY,train,intent_train_v42_project,ORDER.CREATE,,existing_business_example,intent_mapping,weak_label_needs_sample_audit,业务意图样本；Mode Gate 只判断是否进入业务链路。
mode_v1_00041,我想问一下物流信息没有更新！！！呢,TASK_ONLY,train,intent_train_v42_project,LOGISTICS.TRACK,,existing_business_example,intent_mapping,weak_label_needs_sample_audit,业务意图样本；Mode Gate 只判断是否进入业务链路。
mode_v1_00042,你好怎么下单一下,TASK_ONLY,train,intent_train_v42_project,ORDER.CREATE,,existing_business_example,intent_mapping,weak_label_needs_sample_audit,业务意图样本；Mode Gate 只判断是否进入业务链路。
mode_v1_00043,怎么取消订单谢谢,TASK_ONLY,train,intent_train_v42_project,ORDER.CANCEL,,existing_business_example,intent_mapping,weak_label_needs_sample_audit,业务意图样本；Mode Gate 只判断是否进入业务链路。
mode_v1_00044,麻烦问下这个贵不贵急,TASK_ONLY,train,intent_train_v42_project,PRODUCT.ASK_PRICE,,existing_business_example,intent_mapping,weak_label_needs_sample_audit,业务意图样本；Mode Gate 只判断是否进入业务链路。
mode_v1_00045,客服，我要退掉呢,TASK_ONLY,train,intent_train_v42_project,AFTERSALE.REFUND,,existing_business_example,intent_mapping,weak_label_needs_sample_audit,业务意图样本；Mode Gate 只判断是否进入业务链路。
mode_v1_00046,我想问一下明天能发吗呢,TASK_ONLY,train,intent_train_v42_project,LOGISTICS.DELIVERY_TIME,,existing_business_example,intent_mapping,weak_label_needs_sample_audit,业务意图样本；Mode Gate 只判断是否进入业务链路。
mode_v1_00047,麻烦问下我要申请退款啊,TASK_ONLY,train,intent_train_v42_project,AFTERSALE.REFUND,,existing_business_example,intent_mapping,weak_label_needs_sample_audit,业务意图样本；Mode Gate 只判断是否进入业务链路。
mode_v1_00048,您好，简直太差劲了谢谢,TASK_ONLY,train,intent_train_v42_project,AFTERSALE.COMPLAIN,,existing_business_example,intent_mapping,weak_label_needs_sample_audit,业务意图样本；Mode Gate 只判断是否进入业务链路。
mode_v1_00049,怎么寄修,TASK_ONLY,train,intent_train_v42_project,AFTERSALE.REPAIR,,existing_business_example,intent_mapping,weak_label_needs_sample_audit,业务意图样本；Mode Gate 只判断是否进入业务链路。
mode_v1_00050,咨询一下退货运费谁出一下,TASK_ONLY,train,intent_train_v42_project,LOGISTICS.SHIPPING_FEE,,existing_business_example,intent_mapping,weak_label_needs_sample_audit,业务意图样本；Mode Gate 只判断是否进入业务链路。
mode_v1_00051,请问怎么领优惠麻烦了,TASK_ONLY,train,intent_train_v42_project,PROMOTION.COUPON,,existing_business_example,intent_mapping,weak_label_needs_sample_audit,业务意图样本；Mode Gate 只判断是否进入业务链路。
mode_v1_00052,取消后多久退款帮我看下,TASK_ONLY,train,intent_train_v42_project,ORDER.CANCEL,,existing_business_example,intent_mapping,weak_label_needs_sample_audit,业务意图样本；Mode Gate 只判断是否进入业务链路。
mode_v1_00053,客服你好罗技1.5匹运动鞋这款价位多少一下,TASK_ONLY,train,intent_train_v42_project,PRODUCT.ASK_PRICE,,existing_business_example,intent_mapping,weak_label_needs_sample_audit,业务意图样本；Mode Gate 只判断是否进入业务链路。
mode_v1_00054,款式可以介绍下吗,TASK_ONLY,train,intent_train_v42_project,PRODUCT.ASK_INFO,,existing_business_example,intent_mapping,weak_label_needs_sample_audit,业务意图样本；Mode Gate 只判断是否进入业务链路。
mode_v1_00055,不用了谢谢哈,TASK_ONLY,train,intent_train_v42_project,META.ABORT,,existing_business_example,intent_mapping,weak_label_needs_sample_audit,业务意图样本；Mode Gate 只判断是否进入业务链路。
mode_v1_00056,我刚下的单在哪看啊,TASK_ONLY,train,intent_train_v42_project,ORDER.QUERY_STATUS,,existing_business_example,intent_mapping,weak_label_needs_sample_audit,业务意图样本；Mode Gate 只判断是否进入业务链路。
mode_v1_00057,请问订单取消失败怎么办帮我看下,TASK_ONLY,train,intent_train_v42_project,ORDER.CANCEL,,existing_business_example,intent_mapping,weak_label_needs_sample_audit,业务意图样本；Mode Gate 只判断是否进入业务链路。
mode_v1_00058,亲华为65寸耳机和TCL卫衣哪个性价比高谢谢哈,TASK_ONLY,train,intent_train_v42_project,PRODUCT.COMPARE,,existing_business_example,intent_mapping,weak_label_needs_sample_audit,业务意图样本；Mode Gate 只判断是否进入业务链路。
mode_v1_00059,你好，查下订单号X56789呢,TASK_ONLY,train,intent_train_v42_project,ORDER.QUERY_STATUS,,existing_business_example,intent_mapping,weak_label_needs_sample_audit,业务意图样本；Mode Gate 只判断是否进入业务链路。
mode_v1_00060,咨询一下我要找人工客服谢谢,TASK_ONLY,train,intent_train_v42_project,META.TRANSFER_HUMAN,,existing_business_example,intent_mapping,weak_label_needs_sample_audit,业务意图样本；Mode Gate 只判断是否进入业务链路。
mode_v1_00061,vivo床垫是什么材质,TASK_ONLY,train,intent_train_v42_project,PRODUCT.ASK_INFO,,existing_business_example,intent_mapping,weak_label_needs_sample_audit,业务意图样本；Mode Gate 只判断是否进入业务链路。
mode_v1_00062,麻烦问下这个怎么买,TASK_ONLY,train,intent_train_v42_project,ORDER.CREATE,,existing_business_example,intent_mapping,weak_label_needs_sample_audit,业务意图样本；Mode Gate 只判断是否进入业务链路。
mode_v1_00063,想问一下扣了钱没下单成功哈,TASK_ONLY,train,intent_train_v42_project,PAYMENT.ISSUE,,existing_business_example,intent_mapping,weak_label_needs_sample_audit,业务意图样本；Mode Gate 只判断是否进入业务链路。
mode_v1_00064,亲索尼加湿器有几个颜色一下,TASK_ONLY,train,intent_train_v42_project,PRODUCT.ASK_INFO,,existing_business_example,intent_mapping,weak_label_needs_sample_audit,业务意图样本；Mode Gate 只判断是否进入业务链路。
mode_v1_00065,想问一下现在有什么活动谢谢,TASK_ONLY,train,intent_train_v42_project,PROMOTION.ACTIVITY,,existing_business_example,intent_mapping,weak_label_needs_sample_audit,业务意图样本；Mode Gate 只判断是否进入业务链路。
mode_v1_00066,亲，创维标准版耳机和九阳洗衣机哪个性价比高呢,TASK_ONLY,train,intent_train_v42_project,PRODUCT.COMPARE,,existing_business_example,intent_mapping,weak_label_needs_sample_audit,业务意图样本；Mode Gate 只判断是否进入业务链路。
mode_v1_00067,发票抬头写星河科技有限公司呢,TASK_ONLY,train,intent_train_v42_project,PAYMENT.INVOICE,,existing_business_example,intent_mapping,weak_label_needs_sample_audit,业务意图样本；Mode Gate 只判断是否进入业务链路。
mode_v1_00068,我想了解下支持门店自提吗？,TASK_ONLY,train,intent_train_v42_project,FAQ.GENERAL,,existing_business_example,intent_mapping,weak_label_needs_sample_audit,业务意图样本；Mode Gate 只判断是否进入业务链路。
mode_v1_00069,你好，开发票需要什么呢,TASK_ONLY,train,intent_train_v42_project,PAYMENT.INVOICE,,existing_business_example,intent_mapping,weak_label_needs_sample_audit,业务意图样本；Mode Gate 只判断是否进入业务链路。
mode_v1_00070,偏远地区能发货吗运费多少谢谢,TASK_ONLY,train,intent_train_v42_project,LOGISTICS.SHIPPING_FEE,,existing_business_example,intent_mapping,weak_label_needs_sample_audit,业务意图样本；Mode Gate 只判断是否进入业务链路。
mode_v1_00071,就是订单申诉的流程是什么，麻烦了,TASK_ONLY,train,intent_train_v42_project,FAQ.GENERAL,,existing_business_example,intent_mapping,weak_label_needs_sample_audit,业务意图样本；Mode Gate 只判断是否进入业务链路。
mode_v1_00072,麻烦问下年货节什么时候开始麻烦了,TASK_ONLY,train,intent_train_v42_project,PROMOTION.ACTIVITY,,existing_business_example,intent_mapping,weak_label_needs_sample_audit,业务意图样本；Mode Gate 只判断是否进入业务链路。
mode_v1_00073,那个能开公司抬头吗,TASK_ONLY,train,intent_train_v42_project,PAYMENT.INVOICE,,existing_business_example,intent_mapping,weak_label_needs_sample_audit,业务意图样本；Mode Gate 只判断是否进入业务链路。
mode_v1_00074,我想问一下有多少库存麻烦了,TASK_ONLY,train,intent_train_v42_project,PRODUCT.ASK_STOCK,,existing_business_example,intent_mapping,weak_label_needs_sample_audit,业务意图样本；Mode Gate 只判断是否进入业务链路。
mode_v1_00075,就是人为损坏保修吗呢,TASK_ONLY,train,intent_train_v42_project,AFTERSALE.REPAIR,,existing_business_example,intent_mapping,weak_label_needs_sample_audit,业务意图样本；Mode Gate 只判断是否进入业务链路。
mode_v1_00076,我想了解下隐私政策在哪里看帮我看下,TASK_ONLY,train,intent_train_v42_project,FAQ.GENERAL,,existing_business_example,intent_mapping,weak_label_needs_sample_audit,业务意图样本；Mode Gate 只判断是否进入业务链路。
mode_v1_00077,打扰了转人工哈,TASK_ONLY,train,intent_train_v42_project,META.TRANSFER_HUMAN,,existing_business_example,intent_mapping,weak_label_needs_sample_audit,业务意图样本；Mode Gate 只判断是否进入业务链路。
mode_v1_00078,咨询一下要开增值税发票呢,TASK_ONLY,train,intent_train_v42_project,PAYMENT.INVOICE,,existing_business_example,intent_mapping,weak_label_needs_sample_audit,业务意图样本；Mode Gate 只判断是否进入业务链路。
mode_v1_00079,打扰了支付页面打不开急,TASK_ONLY,train,intent_train_v42_project,PAYMENT.ISSUE,,existing_business_example,intent_mapping,weak_label_needs_sample_audit,业务意图样本；Mode Gate 只判断是否进入业务链路。
mode_v1_00080,那个积分会过期吗谢谢,TASK_ONLY,train,intent_train_v42_project,FAQ.GENERAL,,existing_business_example,intent_mapping,weak_label_needs_sample_audit,业务意图样本；Mode Gate 只判断是否进入业务链路。
mode_v1_00081,就是为什么物流一直不更新,TASK_ONLY,train,intent_train_v42_project,LOGISTICS.TRACK,,existing_business_example,intent_mapping,weak_label_needs_sample_audit,业务意图样本；Mode Gate 只判断是否进入业务链路。
mode_v1_00082,就是可以对公转账吗帮我看下,TASK_ONLY,train,intent_train_v42_project,PAYMENT.METHOD,,existing_business_example,intent_mapping,weak_label_needs_sample_audit,业务意图样本；Mode Gate 只判断是否进入业务链路。
mode_v1_00083,退款多久到账麻烦了,TASK_ONLY,train,intent_train_v42_project,AFTERSALE.REFUND,,existing_business_fill,intent_mapping,weak_label_needs_sample_audit,用于补足 TASK_ONLY 配额。
mode_v1_00084,帮我看下确认下单麻烦了,TASK_ONLY,train,intent_train_v42_project,ORDER.CREATE,,existing_business_example,intent_mapping,weak_label_needs_sample_audit,业务意图样本；Mode Gate 只判断是否进入业务链路。
mode_v1_00085,这个订单不要了急,TASK_ONLY,train,intent_train_v42_project,ORDER.CANCEL,,existing_business_example,intent_mapping,weak_label_needs_sample_audit,业务意图样本；Mode Gate 只判断是否进入业务链路。
mode_v1_00086,打扰了618什么时候开始哈,TASK_ONLY,train,intent_train_v42_project,PROMOTION.ACTIVITY,,existing_business_example,intent_mapping,weak_label_needs_sample_audit,业务意图样本；Mode Gate 只判断是否进入业务链路。
mode_v1_00087,在吗怎么退货急,TASK_ONLY,train,intent_train_v42_project,AFTERSALE.RETURN,,existing_business_example,intent_mapping,weak_label_needs_sample_audit,业务意图样本；Mode Gate 只判断是否进入业务链路。
mode_v1_00088,亲有什么保温杯推荐,TASK_ONLY,train,intent_train_v42_project,PRODUCT.RECOMMEND,,existing_business_example,intent_mapping,weak_label_needs_sample_audit,业务意图样本；Mode Gate 只判断是否进入业务链路。
mode_v1_00089,请问怎么成为会员，谢啦,TASK_ONLY,train,intent_train_v42_project,FAQ.GENERAL,,existing_business_example,intent_mapping,weak_label_needs_sample_audit,业务意图样本；Mode Gate 只判断是否进入业务链路。
mode_v1_00090,就是发到厦门要多久帮我看下,TASK_ONLY,train,intent_train_v42_project,LOGISTICS.DELIVERY_TIME,,existing_business_example,intent_mapping,weak_label_needs_sample_audit,业务意图样本；Mode Gate 只判断是否进入业务链路。
mode_v1_00091,请问税点多少谢谢,TASK_ONLY,train,intent_train_v42_project,PAYMENT.INVOICE,,existing_business_example,intent_mapping,weak_label_needs_sample_audit,业务意图样本；Mode Gate 只判断是否进入业务链路。
mode_v1_00092,麻烦问下现在有什么活动,TASK_ONLY,train,intent_train_v42_project,PROMOTION.ACTIVITY,,existing_business_example,intent_mapping,weak_label_needs_sample_audit,业务意图样本；Mode Gate 只判断是否进入业务链路。
mode_v1_00093,请问这两款卫衣哪个适合家用呢,TASK_ONLY,train,intent_train_v42_project,PRODUCT.COMPARE,,existing_business_example,intent_mapping,weak_label_needs_sample_audit,业务意图样本；Mode Gate 只判断是否进入业务链路。
mode_v1_00094,打扰了，扣了钱没下单成功一下,TASK_ONLY,train,intent_train_v42_project,PAYMENT.ISSUE,,existing_business_example,intent_mapping,weak_label_needs_sample_audit,业务意图样本；Mode Gate 只判断是否进入业务链路。
mode_v1_00095,送人买哪款床垫,TASK_ONLY,train,intent_train_v42_project,PRODUCT.RECOMMEND,,existing_business_example,intent_mapping,weak_label_needs_sample_audit,业务意图样本；Mode Gate 只判断是否进入业务链路。
mode_v1_00096,客服，太让人失望了谢谢,TASK_ONLY,train,intent_train_v42_project,AFTERSALE.COMPLAIN,,existing_business_example,intent_mapping,weak_label_needs_sample_audit,业务意图样本；Mode Gate 只判断是否进入业务链路。
mode_v1_00097,我想问一下帮我转人工客服呢,TASK_ONLY,train,intent_train_v42_project,META.TRANSFER_HUMAN,,existing_business_example,intent_mapping,weak_label_needs_sample_audit,业务意图样本；Mode Gate 只判断是否进入业务链路。
mode_v1_00098,亲双十二有优惠吗哈,TASK_ONLY,train,intent_train_v42_project,PROMOTION.ACTIVITY,,existing_business_example,intent_mapping,weak_label_needs_sample_audit,业务意图样本；Mode Gate 只判断是否进入业务链路。
mode_v1_00099,可以拦截发货吗呢,TASK_ONLY,train,intent_train_v42_project,ORDER.CANCEL,,existing_business_example,intent_mapping,weak_label_needs_sample_audit,业务意图样本；Mode Gate 只判断是否进入业务链路。
mode_v1_00100,你好，多久能到麻烦了,TASK_ONLY,train,intent_train_v42_project,LOGISTICS.DELIVERY_TIME,,existing_business_example,intent_mapping,weak_label_needs_sample_audit,业务意图样本；Mode Gate 只判断是否进入业务链路。
mode_v1_00101,客服，有保修吗帮我看下,TASK_ONLY,train,intent_train_v42_project,AFTERSALE.REPAIR,,existing_business_example,intent_mapping,weak_label_needs_sample_audit,业务意图样本；Mode Gate 只判断是否进入业务链路。
mode_v1_00102,就是尺码不合适想换急,TASK_ONLY,train,intent_train_v42_project,AFTERSALE.EXCHANGE,,existing_business_example,intent_mapping,weak_label_needs_sample_audit,业务意图样本；Mode Gate 只判断是否进入业务链路。
mode_v1_00103,咨询一下，DD097097546是什么状态呢,TASK_ONLY,train,intent_train_v42_project,ORDER.QUERY_STATUS,,existing_business_example,intent_mapping,weak_label_needs_sample_audit,业务意图样本；Mode Gate 只判断是否进入业务链路。
mode_v1_00104,你好，尺寸是多少帮我看下,TASK_ONLY,train,intent_train_v42_project,PRODUCT.ASK_INFO,,existing_business_example,intent_mapping,weak_label_needs_sample_audit,业务意图样本；Mode Gate 只判断是否进入业务链路。
mode_v1_00105,你好有什么微波炉推荐,TASK_ONLY,train,intent_train_v42_project,PRODUCT.RECOMMEND,,existing_business_example,intent_mapping,weak_label_needs_sample_audit,业务意图样本；Mode Gate 只判断是否进入业务链路。
mode_v1_00106,咨询一下支持哪些付款方式麻烦了,TASK_ONLY,train,intent_train_v42_project,PAYMENT.METHOD,,existing_business_example,intent_mapping,weak_label_needs_sample_audit,业务意图样本；Mode Gate 只判断是否进入业务链路。
mode_v1_00107,分期金额怎么算,TASK_ONLY,train,intent_train_v42_project,PAYMENT.METHOD,,existing_business_example,intent_mapping,weak_label_needs_sample_audit,业务意图样本；Mode Gate 只判断是否进入业务链路。
mode_v1_00108,在吗我要退货麻烦了,TASK_ONLY,train,intent_train_v42_project,AFTERSALE.RETURN,,existing_business_example,intent_mapping,weak_label_needs_sample_audit,业务意图样本；Mode Gate 只判断是否进入业务链路。
mode_v1_00109,在吗发票抬头要改哈,TASK_ONLY,train,intent_train_v42_project,ORDER.CHANGE_ADDRESS,,existing_business_example,intent_mapping,weak_label_needs_sample_audit,业务意图样本；Mode Gate 只判断是否进入业务链路。
mode_v1_00110,在吗，自提点在哪里,TASK_ONLY,train,intent_train_v42_project,FAQ.GENERAL,,existing_business_example,intent_mapping,weak_label_needs_sample_audit,业务意图样本；Mode Gate 只判断是否进入业务链路。
mode_v1_00111,在吗怎么下单一下,TASK_ONLY,train,intent_train_v42_project,ORDER.CREATE,,existing_business_example,intent_mapping,weak_label_needs_sample_audit,业务意图样本；Mode Gate 只判断是否进入业务链路。
mode_v1_00112,麻烦问下支付一直不成功一下,TASK_ONLY,train,intent_train_v42_project,PAYMENT.ISSUE,,existing_business_example,intent_mapping,weak_label_needs_sample_audit,业务意图样本；Mode Gate 只判断是否进入业务链路。
mode_v1_00113,打扰一下周年庆活动规则是什么,TASK_ONLY,train,intent_train_v42_project,PROMOTION.ACTIVITY,,existing_business_example,intent_mapping,weak_label_needs_sample_audit,业务意图样本；Mode Gate 只判断是否进入业务链路。
mode_v1_00114,格力冰箱和OPPO大1匹运动鞋哪个性价比高,TASK_ONLY,train,intent_train_v42_project,PRODUCT.COMPARE,,existing_business_example,intent_mapping,weak_label_needs_sample_audit,业务意图样本；Mode Gate 只判断是否进入业务链路。
mode_v1_00115,客服你好苏泊尔空调和索尼一级能效电视怎么选一下,TASK_ONLY,train,intent_train_v42_project,PRODUCT.COMPARE,,existing_business_example,intent_mapping,weak_label_needs_sample_audit,业务意图样本；Mode Gate 只判断是否进入业务链路。
mode_v1_00116,打扰了海尔耳机包邮吗呢,TASK_ONLY,train,intent_train_v42_project,LOGISTICS.SHIPPING_FEE,,existing_business_example,intent_mapping,weak_label_needs_sample_audit,业务意图样本；Mode Gate 只判断是否进入业务链路。
mode_v1_00117,那个买错型号了能换吗呢,TASK_ONLY,train,intent_train_v42_project,AFTERSALE.EXCHANGE,,existing_business_example,intent_mapping,weak_label_needs_sample_audit,业务意图样本；Mode Gate 只判断是否进入业务链路。
mode_v1_00118,在吗帮我下个单急,TASK_ONLY,train,intent_train_v42_project,ORDER.CREATE,,existing_business_example,intent_mapping,weak_label_needs_sample_audit,业务意图样本；Mode Gate 只判断是否进入业务链路。
mode_v1_00119,订单是否已经付款帮我看下,TASK_ONLY,train,intent_train_v42_project,ORDER.QUERY_STATUS,,existing_business_example,intent_mapping,weak_label_needs_sample_audit,业务意图样本；Mode Gate 只判断是否进入业务链路。
mode_v1_00120,麻烦问下，家用洗衣机推荐什么牌子哈,TASK_ONLY,train,intent_train_v42_project,PRODUCT.RECOMMEND,,existing_business_example,intent_mapping,weak_label_needs_sample_audit,业务意图样本；Mode Gate 只判断是否进入业务链路。
mode_v1_00121,售后流程发我急,TASK_ONLY,train,intent_train_v42_project,AFTERSALE.REPAIR,,existing_business_example,intent_mapping,weak_label_needs_sample_audit,业务意图样本；Mode Gate 只判断是否进入业务链路。
